filename,label,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
[vio][pop_roc]2110__2.wav,vio,-40.419914,135.94037,-34.283405,35.414043,7.274864,31.904497,-13.885886,16.62247,-1.3279043,8.42573,-3.1150331,8.623835,-7.3091345,8.065948,-2.97717,9.746591,-3.8759365,5.3789077,-4.795081,2.8841906
[vio][pop_roc]2110__3.wav,vio,-37.518005,138.19849,-28.815964,35.279152,7.3508744,31.822077,-13.735629,16.478933,-2.1406868,6.9703074,-4.645363,9.830368,-7.055396,7.327605,-5.8469677,7.4670825,-6.2003455,4.7912645,-5.98183,2.7579134
[vio][pop_roc]2115__1.wav,vio,-200.65643,158.376,-38.008568,51.935543,-12.162654,19.336695,-2.8100317,6.0556235,-3.0341406,-4.189242,2.644321,-5.169649,-6.317601,-8.826164,-2.8036177,-3.8401482,-6.2345796,-6.8582616,0.3961498,2.3093512
[vio][pop_roc]2115__2.wav,vio,-186.9812,156.74493,-40.278877,49.423832,-8.576553,17.633043,-2.0659335,6.987529,-2.18118,-1.5842601,2.996164,-3.576015,-4.6763096,-6.1854253,-2.4692166,-3.242046,-5.057672,-7.054233,-0.43760428,0.293901
[vio][pop_roc]2115__3.wav,vio,-203.67438,157.97578,-33.453835,47.59562,-6.243354,17.651602,-2.6817431,4.4596553,-2.473215,-3.0025485,3.5220025,-3.5854242,-6.471695,-9.04133,-2.292672,-2.1677535,-6.138912,-7.447127,-1.6466522,-2.3242025
[vio][pop_roc]2118__1.wav,vio,-144.2537,201.5761,-87.031296,46.849735,-10.734734,7.604194,-0.15548411,-14.305947,8.114791,-13.982994,-0.14881927,-12.143807,0.22958702,2.546615,-4.977315,8.576568,-1.2975621,3.1485431,-5.8122783,-5.4304104
[vio][pop_roc]2118__2.wav,vio,-143.17186,196.72766,-86.081505,47.41626,-14.753607,8.372726,-0.43301004,-15.349195,11.946127,-8.918052,1.4666597,-12.261306,1.4086335,3.1445534,-2.9836016,8.478139,-4.280191,2.1959465,-6.5528655,-3.0296862
[vio][pop_roc]2118__3.wav,vio,-151.57155,187.14967,-74.52057,42.605644,-12.918823,6.391808,-0.3606398,-16.157505,5.1689916,-13.837595,-0.7206927,-10.88959,0.93631816,5.189902,-4.396519,1.0289379,-11.107601,-4.1231995,-5.40865,1.8173724
[vio][pop_roc]2120__1.wav,vio,-388.65366,139.44554,-10.438834,31.469368,-0.54609543,10.136006,-11.187409,-16.652603,-17.349268,-14.120968,-19.263187,-16.875015,-17.421864,-9.967253,-5.095394,-6.8001375,-13.338022,-1.3249775,2.3344922,2.2892373
[vio][pop_roc]2120__2.wav,vio,-374.0044,147.3805,-9.461976,29.114086,3.9783912,12.273132,-8.549121,-8.39617,-9.912605,-11.20944,-17.845364,-12.707235,-15.362287,-11.555149,-8.6439,-9.441196,-13.593703,-9.038073,-10.196753,-6.5309463
[vio][pop_roc]2120__3.wav,vio,-387.7573,162.01059,-3.7100074,33.490334,9.045075,13.52729,-8.085646,-10.116047,-11.885443,-7.277466,-13.344574,-10.532085,-13.790514,-9.362665,-6.038504,-4.9666934,-15.983692,-8.912366,-6.3694153,-5.192825
[vio][pop_roc]2121__1.wav,vio,-81.27145,113.10743,-42.22326,71.52153,-24.753405,42.396038,-23.63678,20.74977,-16.218954,10.151243,-6.4751673,7.9212418,-6.486848,1.0668396,-0.47013903,-3.229856,-2.2182014,-2.780218,1.8236398,-5.6066737
[vio][pop_roc]2121__2.wav,vio,-88.13064,110.092926,-41.18553,72.79843,-26.462748,42.2038,-25.679771,24.061775,-11.988621,16.176897,-3.400754,10.899591,-5.520832,0.18383412,-4.728724,0.07287557,2.3260999,-3.5489762,-1.0565162,-7.119659
[vio][pop_roc]2121__3.wav,vio,-84.8465,110.047554,-47.700684,72.82129,-23.850563,47.94822,-18.717945,24.560616,-16.278547,9.967404,-6.733881,9.210277,-5.607202,0.91719484,-3.5606995,-1.5857577,-0.08366317,-6.406282,-1.4662896,-5.6420116
[vio][pop_roc]2123__1.wav,vio,-170.073,159.68916,-42.376095,39.73749,9.169663,31.48761,-11.898837,13.211726,-6.8977094,8.126968,-12.280933,-1.9582189,-7.3639226,-6.0186057,-4.6060276,0.5358455,-2.9344888,-1.272686,4.6550364,-2.660219
[vio][pop_roc]2123__2.wav,vio,-190.98672,173.88152,-55.961117,32.845,11.643545,25.753551,-8.459266,6.776018,-5.561912,10.771415,-2.9083638,-1.3312837,-6.4224696,-9.154158,0.78954977,3.8591435,0.83370817,-4.587536,1.507188,-6.483631
[vio][pop_roc]2123__3.wav,vio,-148.98503,172.03313,-68.44076,40.197327,-2.4664137,30.590986,-17.482708,8.341473,-11.078872,13.563118,-4.542686,1.7891295,-7.782577,-11.932739,-0.54019576,2.6130476,1.5863428,-4.2580905,0.3965242,-9.092981
[vio][pop_roc]2126__1.wav,vio,-349.71252,205.8252,4.66906,19.460743,25.888468,17.267206,-8.953318,-4.353565,-3.884558,9.687541,-0.44090807,-4.073496,-9.6357565,-6.347071,-9.865043,-4.191182,-6.2633543,-5.1586924,-9.7224,-6.5357366
[vio][pop_roc]2126__2.wav,vio,-360.53088,212.054,14.704209,9.804843,36.51697,20.459917,-4.4995627,-5.7592115,3.4514782,8.681813,6.3212523,-2.1663997,-6.33273,-6.01833,-4.2475643,-1.4509392,-0.37686417,-4.430486,-8.888313,-9.955656
[vio][pop_roc]2126__3.wav,vio,-338.93695,211.11847,-5.7773986,15.546387,30.792852,14.797112,-8.18283,-1.4554074,-3.5079823,5.272166,-0.38743997,-4.8398643,-10.713388,-8.748362,-8.792782,-5.3278847,-7.731487,-5.4806967,-6.565106,-7.9406576
[vio][pop_roc]2127__1.wav,vio,-186.50186,159.61157,-9.391319,46.398235,-1.0151714,13.514992,-3.2502139,20.628363,1.8671086,8.891196,0.2970518,1.1011953,-5.5779552,-4.2995133,-0.12928247,-3.2388477,0.7791472,-1.2365247,0.75308466,-3.8621228
[vio][pop_roc]2127__2.wav,vio,-169.61052,154.24274,-15.627674,42.093327,-4.8343596,11.06058,-1.1847205,19.258106,8.013485,8.258415,1.1201148,-1.2171395,-3.1426222,-2.5050583,-3.249644,-8.183028,-3.1810055,-1.1425376,-0.4747242,-3.077396
[vio][pop_roc]2127__3.wav,vio,-160.3943,155.83932,-17.104874,44.11982,-7.28465,14.298994,-2.8892481,21.383347,5.043092,7.0921726,-0.6795508,0.9378373,-3.0837514,-5.2147055,-4.5841017,-7.4514265,-3.6975121,-3.5857313,-0.4644486,-4.2227683
[vio][pop_roc]2128__1.wav,vio,-74.91959,122.08796,-45.919712,37.944008,-7.9208355,34.853462,-16.337038,18.804665,-5.728346,21.408926,-5.2858624,11.401657,-0.5392765,11.100341,-3.4849308,4.948439,-4.441496,3.3927624,-3.909001,2.643587
[vio][pop_roc]2128__2.wav,vio,-64.144936,112.91743,-41.43269,42.759403,-10.902287,35.636547,-16.73891,22.440369,-6.9770455,19.20658,-10.035045,13.437293,-2.669036,13.134966,-6.2329693,5.4716353,-8.712087,4.435174,-3.2543814,6.224372
[vio][pop_roc]2128__3.wav,vio,-92.43555,110.70374,-30.667791,46.998375,-12.291602,32.618294,-13.228423,21.199528,-9.5553,17.235624,-8.532863,10.28672,-4.756878,8.160322,-7.8812847,1.8517274,-6.6960826,3.126961,-6.9140143,1.7217662
[vio][pop_roc]2129__1.wav,vio,-154.64105,150.9375,-72.836914,66.745125,-9.914969,39.18733,-15.717103,10.880927,-9.304967,-0.16582793,-6.3905263,1.3687255,-3.1504014,-1.8053689,-0.3502024,-4.366114,-0.79189736,-2.0508456,8.9283,6.063368
[vio][pop_roc]2129__2.wav,vio,-142.34619,142.91737,-76.2254,65.52582,-18.360622,25.87718,-23.224934,9.996107,-10.95038,2.1981905,-3.4211833,0.8513161,-2.9827518,-4.981341,-4.8958497,-9.990763,-4.2529187,-4.218097,5.0241823,1.2221729
[vio][pop_roc]2129__3.wav,vio,-185.44698,176.86398,-73.08586,50.382668,-9.9334545,22.378077,-18.172344,7.2926106,-6.429126,-4.7860894,-3.3215048,-0.84423864,-5.7329555,-4.0586033,-2.9976728,-3.2860715,-2.3818493,-3.0476632,2.8380296,-3.2729523
[vio][pop_roc]2130__1.wav,vio,-411.9088,91.451614,-55.594677,10.131649,-3.966944,3.8972557,-26.062538,1.0105433,2.268522,2.1083295,-0.16507511,-10.967805,-19.453218,21.415695,4.8683567,-22.89751,10.707854,7.8157463,8.206921,5.9580736
[vio][pop_roc]2130__2.wav,vio,-389.2833,91.877686,-62.71262,11.176624,-24.339975,-14.000229,-20.553013,17.454205,15.569902,-1.2910863,-8.16561,-2.264896,-12.898135,1.6708829,6.6483564,-9.264337,-2.7265463,1.3667771,11.432657,-2.0189393
[vio][pop_roc]2130__3.wav,vio,-379.95175,158.24246,-79.394714,12.041496,-4.6360855,-14.726076,-21.586445,-1.5214418,-11.107744,-19.096693,-9.844044,-5.730583,-18.138794,-4.036241,0.53598684,-12.692841,-5.301682,-8.26747,1.4708518,-6.339365
[vio][pop_roc]2131__1.wav,vio,-130.68994,175.30414,-20.310438,33.814896,1.536388,24.348814,-2.9372869,21.623253,-1.6834604,2.6152785,-0.317438,-9.246458,-8.206844,-6.834274,5.333201,-3.7583492,3.107576,1.473309,3.857352,5.811943
[vio][pop_roc]2131__2.wav,vio,-117.17076,183.1877,-26.372206,23.022669,-7.2076178,17.725868,-7.8502455,18.122032,-4.2564654,-0.6208593,-1.1842029,-8.138276,-6.7757626,-4.8245826,4.521114,-7.191927,2.7382262,0.07144807,2.3969448,4.350384
[vio][pop_roc]2131__3.wav,vio,-114.034355,176.12175,-29.766916,32.275837,-9.016602,22.548561,-5.8960047,19.581987,-4.540555,2.523315,5.1553497,-7.088407,-9.143541,-5.193974,5.4844456,-3.3624983,6.9420176,2.0583375,5.4838414,3.764804
[vio][pop_roc]2139__1.wav,vio,-166.64542,137.70566,-21.200533,38.720985,0.6920722,20.844353,3.4542575,12.6712265,-0.6140621,3.8847752,-0.5264732,5.443645,-5.4261584,3.5061245,-4.934805,1.4299843,-3.2326496,1.1687692,-2.8045013,-0.87087315
[vio][pop_roc]2139__2.wav,vio,-154.83292,124.296646,-21.089794,40.38834,-1.0736471,16.514381,0.18699475,13.755088,-1.286038,6.4370747,-1.9432211,3.0347219,-7.8515625,7.8653235,-0.34219462,7.2559133,-2.7380161,3.248268,-4.421596,-3.1693988
[vio][pop_roc]2139__3.wav,vio,-138.11784,120.53264,-20.535908,41.404415,-8.054545,18.622606,-4.043629,12.411548,-6.598871,8.643935,3.0931304,11.345774,-0.5629232,8.061181,-4.0666995,-3.8351986,-13.074185,2.4078357,0.57371396,0.987455
[vio][pop_roc]2140__1.wav,vio,-153.15585,147.15446,-67.725296,77.82077,7.188807,18.669567,-9.587619,17.20903,-4.031712,7.3913207,1.3136693,3.6278882,-0.91546655,-3.3255396,4.3443184,-9.173926,-2.4618092,-3.5979395,-0.82154816,-9.253583
[vio][pop_roc]2140__2.wav,vio,-157.62349,149.63058,-64.00391,79.67634,5.7640743,21.962204,-7.515525,17.76921,-0.027303806,8.334148,1.871614,1.7962731,-1.5261248,-5.7825017,2.8027127,-7.8950405,-2.7991738,-4.612096,0.33813834,-6.124762
[vio][pop_roc]2140__3.wav,vio,-120.00641,118.831985,-63.054092,75.85389,-9.73499,26.721634,-18.997776,26.957409,-15.848154,15.466943,-4.3243475,12.221527,-4.5076075,-1.419491,0.67781186,-10.788126,1.6158549,-0.22897044,4.444665,-12.847575
[vio][pop_roc]2141__1.wav,vio,-105.2113,181.34758,-43.830902,37.020443,6.490158,22.97381,-9.999269,16.467173,-3.3147652,8.603803,-3.525891,8.73025,7.7588243,1.3823266,6.8037686,-0.79451936,-0.76732856,-3.5189517,0.57806456,-8.4376
[vio][pop_roc]2141__2.wav,vio,-222.15402,163.32535,-22.671652,52.802658,24.075502,30.743027,-3.7144108,11.345636,0.28760543,10.425991,5.698884,5.2549224,9.113743,9.071598,8.8433,4.4268117,-1.8852949,-4.1382475,-0.046028726,-3.4059262
[vio][pop_roc]2141__3.wav,vio,-179.47557,165.77301,-28.813122,59.3086,12.990944,40.71705,-12.36054,11.577699,-5.691465,6.3733945,-2.0564387,3.4806566,4.418614,7.6009192,6.254032,3.5685124,3.2356734,-3.6469505,4.35882,-5.890342
[vio][pop_roc]2143__1.wav,vio,-199.67043,209.79286,-50.34808,43.25491,18.26698,0.4058288,5.586712,6.7758856,2.0890863,-1.2722875,9.712451,1.7951021,-3.3070443,-1.753154,1.1390857,-1.2431731,-0.52372885,1.1501856,-0.3242978,-4.8482075
[vio][pop_roc]2143__2.wav,vio,-195.40254,215.35239,-53.767826,41.546494,13.781295,-5.281216,2.6449745,7.700007,-2.7201135,-6.935902,3.5256226,-1.6830643,-5.9604893,-3.269456,4.5742574,3.4016354,1.1074541,-1.8859913,0.8212802,-2.9663572
[vio][pop_roc]2143__3.wav,vio,-183.80443,207.95946,-70.28267,42.43853,7.099563,-6.6341915,0.77197355,4.7502294,-4.0421777,-6.9371514,4.8204937,-1.8743516,-4.6949496,-1.2215323,4.1181955,-1.7132019,-3.0587873,-2.4034555,-0.10621402,-5.8158197
[vio][pop_roc]2144__1.wav,vio,-215.19513,115.05161,-39.776028,43.56907,-5.935426,15.22185,-20.179525,-2.9191036,-24.147152,-5.757201,-17.696512,-3.0949996,-24.007437,-7.010597,-12.577976,-3.210593,-10.263662,7.1431117,6.130074,6.7584224
[vio][pop_roc]2144__2.wav,vio,-229.22647,118.76904,-37.207634,35.646786,-4.8175063,10.678529,-19.36119,-4.3758664,-16.76204,-2.8196032,-19.09673,-7.557135,-20.414865,1.5843937,-1.6289369,7.2490635,-5.319959,9.127505,2.5775738,1.4806005
[vio][pop_roc]2144__3.wav,vio,-212.55858,122.81329,-41.354626,37.12111,-10.336588,12.445467,-18.077559,-2.9855185,-12.919262,1.194784,-15.877106,-4.456791,-18.143051,1.9967415,0.5243669,7.9329133,-4.498881,6.6167426,-1.6282061,-3.3715024
[vio][pop_roc]2145__1.wav,vio,-261.1286,188.83784,-8.814125,32.85265,-4.097218,25.047068,4.2422466,9.528415,-6.280787,-5.138193,-7.845794,-5.7051306,7.1807237,-2.6925035,5.078771,-2.2515016,1.2845725,-3.9796505,-2.5052783,1.2484362
[vio][pop_roc]2145__2.wav,vio,-220.64397,199.44804,-29.696308,33.192486,-6.573611,25.3654,-1.3135288,13.612413,-1.2942771,6.661177,2.0728114,-1.8239317,-4.95303,-13.909394,8.545464,4.558772,7.778503,-0.759291,3.814615,9.27986
[vio][pop_roc]2145__3.wav,vio,-232.64482,202.15187,-24.015766,31.272411,-3.5578434,25.86103,2.8236763,13.964574,0.70846057,7.3765373,2.4596975,-1.9086471,-2.067653,-11.847174,5.041784,4.3729854,8.755892,-1.0198668,-0.8532446,0.2915491
[vio][pop_roc]2146__1.wav,vio,-171.48543,144.25154,-40.836185,40.42023,-15.6755085,17.728418,-13.210951,9.134023,-3.0896623,-6.0155544,-6.0127926,-3.779984,-3.8137236,0.09772509,1.911788,-3.8228445,-5.941075,-3.3166783,-5.380342,-8.414458
[vio][pop_roc]2146__2.wav,vio,-150.22626,132.18732,-39.46527,48.167107,-16.164923,21.046272,-14.492803,9.338935,-4.521024,4.0330873,-2.6585853,3.1509364,-6.7732205,-0.1086528,-1.4689844,-0.80763394,-4.117962,0.44225907,-3.594039,-7.59084
[vio][pop_roc]2146__3.wav,vio,-212.58778,147.74884,-44.52485,49.75317,-20.900541,17.889954,-23.541819,13.47946,-10.060092,-4.1887445,-12.19561,-2.4984412,-6.9785113,5.57669,3.0996118,-7.5869713,-10.820058,-8.734051,-2.6969988,-6.075425
[vio][pop_roc]2202__1.wav,vio,-370.24213,174.6397,-27.714848,61.523834,17.059505,27.20136,-4.0429816,18.1081,20.012978,-3.7418346,4.37173,3.1934795,2.6265204,-13.163766,-1.0678641,7.73945,13.83947,13.355156,5.049436,6.4894085
[vio][pop_roc]2202__2.wav,vio,-353.0251,156.35147,-16.3736,56.31968,10.161075,23.934088,-19.588152,14.471312,16.549107,15.770309,18.723005,16.416996,15.592611,-8.012377,-5.80584,2.3895156,6.380419,-8.705604,-7.28971,3.3717206
[vio][pop_roc]2202__3.wav,vio,-410.17685,200.97931,-25.972614,43.881634,27.199736,15.73026,8.936086,9.892582,15.838205,1.3878032,7.709504,6.946998,5.8389673,-1.0100974,-2.7967813,0.4795563,-3.2520545,-0.5566258,-2.451572,3.0789728
[vio][pop_roc]2203__1.wav,vio,-251.67262,115.78622,-55.87589,34.125404,-41.16451,1.7170444,-26.568745,9.322667,-16.02153,1.4030944,-4.1474066,7.7442837,1.0887638,0.6413796,1.544593,0.73415184,15.404874,3.6928349,6.039401,-0.32596096
[vio][pop_roc]2203__2.wav,vio,-252.69173,110.32232,-57.033432,38.077778,-41.677574,0.23788853,-24.604631,9.921864,-17.781857,-2.8920174,-6.941956,4.224589,-5.401128,0.08123814,4.71933,3.527096,23.59723,13.3497505,15.311371,8.986241
[vio][pop_roc]2203__3.wav,vio,-271.71518,119.85225,-67.399475,44.04054,-51.865242,5.610162,-28.775164,18.83403,-21.88619,8.673133,-2.9810514,8.987197,-1.3848356,3.3894053,0.9736612,-1.6795522,18.108576,3.5816536,6.2474837,1.2095888
[vio][pop_roc]2204__1.wav,vio,-270.89954,145.72208,-35.29537,47.08089,23.0508,23.197245,5.6721244,11.855771,7.8530884,3.8805647,-4.0185738,-0.6807602,-0.9418316,-0.09966688,7.213518,7.8556957,10.097402,7.239238,2.110949,-4.5804186
[vio][pop_roc]2204__2.wav,vio,-231.39171,151.06517,-41.744057,39.787933,25.4931,24.26665,10.906088,14.241117,10.366219,10.819868,4.1854477,1.3230752,0.36012155,-1.4794384,0.25285262,-1.2221093,-2.9943585,-3.663277,-4.034725,-7.873129
[vio][pop_roc]2204__3.wav,vio,-165.69115,175.20575,-37.25484,45.439373,12.932837,13.849918,-0.9453336,7.531041,0.6112969,4.978792,2.9466736,4.7834687,2.3706782,0.008898643,1.7687229,-0.87154204,-0.51626515,-2.6036031,-2.5271487,-3.546444
[vio][pop_roc]2206__1.wav,vio,-248.93639,207.48183,-45.60507,24.123472,-10.974677,14.350235,-14.654241,-1.149239,-1.5662478,-6.5806794,5.807348,4.39352,7.69693,-3.2811096,5.176227,-10.558312,-6.3015428,-4.3485765,-3.8615923,2.3925974
[vio][pop_roc]2206__2.wav,vio,-188.3668,186.75606,-63.821747,36.14896,-2.9782512,15.507041,-7.282714,4.680518,2.87335,-2.081984,-0.853602,-7.6209435,2.2943587,-6.2036757,7.1358666,-4.04577,-1.5701278,2.4026167,2.2726998,2.2351499
[vio][pop_roc]2206__3.wav,vio,-174.18852,194.22824,-69.83092,39.388428,-17.663187,11.278707,-19.627462,8.442996,0.9679296,-0.75410634,1.6097803,-11.032105,0.013446116,-9.003184,13.109346,-3.112341,-0.6280892,0.018676374,3.193373,3.468925
[vio][pop_roc]2207__1.wav,vio,-180.00941,146.69978,-15.8602915,20.784977,-1.2713977,20.641394,-16.527695,18.309011,-6.049915,12.609503,-1.9417279,9.6572,-10.299542,-1.3825154,-5.1115355,4.5846786,-2.2795062,-2.0872293,-2.5462754,1.3155402
[vio][pop_roc]2207__2.wav,vio,-164.08537,135.80164,-15.394935,16.457869,-8.154033,22.54704,-21.749426,15.855239,-12.461397,11.281395,-10.476676,8.113009,-7.453365,9.488894,-1.1169654,6.462135,-3.6848383,1.5091175,-2.5913682,-2.6137502
[vio][pop_roc]2207__3.wav,vio,-176.60846,154.20041,-11.676937,12.195914,-2.6371717,26.240496,-16.531265,13.979601,-13.932092,8.522229,-6.557876,10.12891,-7.7823935,4.7158794,-4.089332,3.156142,-6.41159,-2.2832518,-2.934475,-3.4055247
[vio][pop_roc]2208__1.wav,vio,-313.92386,234.08556,-4.1388245,24.9104,16.186548,-13.426478,-0.784241,-6.090658,-8.13046,0.64357185,11.990476,3.596503,-8.814887,0.18462911,-1.464845,-3.2033486,3.9346871,-1.8623955,-2.3949466,-3.056777
[vio][pop_roc]2208__2.wav,vio,-324.28162,260.79224,9.193157,-2.3121274,27.595243,-3.8797894,-8.960489,3.0240488,-1.4419842,-2.1516778,5.9186673,5.3769655,-3.0348043,-5.534918,-2.6513433,-0.59023774,-0.06760993,-2.1437297,-4.6311235,-3.4849668
[vio][pop_roc]2208__3.wav,vio,-280.42114,240.74323,-16.59094,7.3329625,26.72441,1.277167,-1.8846473,-9.212765,0.4433153,-2.2855008,-6.4637394,5.7764125,-4.629536,-10.87418,-1.9359848,0.72441596,2.9763691,-0.4988296,-3.7809896,-4.3732486
[vio][pop_roc]2243__1.wav,vio,-289.1987,215.59956,-29.372768,25.336374,5.918444,1.7620957,-10.876591,-2.4437551,-11.1048565,-0.7068081,-8.443695,-10.654407,0.3501363,-7.018061,-11.414302,-1.0165824,0.28847337,-2.5845194,2.7249668,-0.7434401
[vio][pop_roc]2243__2.wav,vio,-303.37872,215.08289,-28.707764,15.290856,-3.0819275,-0.0147613175,-9.563056,-0.032001305,-6.723278,-0.24689247,-5.8533897,-7.7628245,-4.4475803,-8.731242,-11.654921,-4.2823925,-0.5780223,-7.6126003,-2.8178008,-2.7023666
[vio][pop_roc]2243__3.wav,vio,-290.86115,204.77449,-22.64967,15.802085,-0.40314344,-0.94511265,-3.4938092,-9.233518,-11.300336,-12.387167,-7.5083594,-10.722532,-8.165073,-8.95783,-17.303692,-11.383092,-10.009436,-10.011003,0.46631956,2.6177251
[vio][pop_roc]2245__1.wav,vio,-74.46062,153.85214,-28.024853,40.471844,-2.40078,23.044292,-6.1827483,12.806612,-4.6111064,13.317113,3.7302446,7.798427,-0.39161584,5.9557486,0.7827193,5.5057445,-0.84914255,3.4643695,-1.6431594,-1.5187279
[vio][pop_roc]2245__2.wav,vio,-77.18146,159.58626,-23.73898,35.878586,-7.9150653,19.209671,-8.542803,15.208807,2.5836856,15.441528,-1.0702832,4.436732,0.4038004,5.6020746,-3.330764,2.2194245,-1.0129781,6.4292307,0.29818714,-0.11963721
[vio][pop_roc]2245__3.wav,vio,-63.3489,155.01729,-31.271662,45.225666,-3.698009,23.924084,-5.1606073,10.975497,-5.3535247,14.143928,3.1397796,5.540762,-2.9449499,5.0806646,0.7648651,4.175487,-1.9875222,4.1915283,-0.7824266,0.12631214
[vio][pop_roc]2246__1.wav,vio,-287.35333,197.97328,-18.093136,27.857986,12.367132,11.562554,12.64292,5.899839,-0.32337052,3.5233862,2.014181,2.7374542,1.1268615,6.2021513,2.9244473,-2.4580529,-7.2171097,0.13763428,0.37596732,3.9874983
[vio][pop_roc]2246__2.wav,vio,-281.31366,177.14348,-20.23363,40.045803,1.3785869,11.24215,12.963836,14.235093,0.44737625,-0.34278253,-0.41225374,3.5174713,3.9913838,14.554242,8.097066,-4.9219656,-7.9067283,-0.10153899,1.2090198,2.5585105
[vio][pop_roc]2246__3.wav,vio,-266.32764,196.36095,-26.450459,28.072065,4.7891583,10.232701,10.9962,4.5556183,-2.4162033,-1.3747715,2.1414022,2.260739,0.07348126,6.4147887,4.357529,-4.276588,-7.594003,3.1154613,-0.09987001,2.043382
[vio][pop_roc]2247__1.wav,vio,-299.40686,166.58057,-19.317322,22.275229,15.381726,23.13751,6.205476,15.598559,6.8510885,24.140362,18.018103,18.635548,0.66856766,3.3642979,-4.04214,1.6077412,1.9251374,6.7850394,4.4894185,-0.5236295
[vio][pop_roc]2247__2.wav,vio,-355.95236,147.13826,-6.634732,24.655594,9.788977,28.757338,13.467568,15.335913,2.7360694,21.253963,4.466035,6.055483,-4.204406,11.720703,1.7558188,0.5024401,-10.289815,-3.562097,-3.1352122,-6.306682
[vio][pop_roc]2247__3.wav,vio,-240.5238,160.90825,7.87189,30.15857,8.028318,21.494875,11.096979,9.87416,-0.13926515,18.746325,5.4954557,8.293429,-1.3009311,7.189914,-0.63359517,0.3816764,-5.1959066,-0.15661114,-0.30633944,-3.8373663
[vio][pop_roc]2248__1.wav,vio,-392.76315,101.44981,-91.934074,8.916203,-12.149149,6.541421,-5.6085134,2.007743,-3.1797228,1.9979998,-16.249891,-20.37123,3.9938676,28.765387,1.6475719,-23.16255,-0.50274986,9.525826,6.75544,4.2753925
[vio][pop_roc]2248__2.wav,vio,-329.4565,170.54346,-75.60499,20.904957,-10.246992,7.042874,-9.982727,-3.4925401,-8.032576,-5.590553,-11.604479,-8.8250675,0.63787246,14.357941,3.7118165,-14.701023,-16.227268,-16.857843,-7.8313184,-5.498265
[vio][pop_roc]2248__3.wav,vio,-333.9478,133.31862,-116.84098,6.3560386,-22.654575,-6.068303,-18.692398,-6.4471674,-5.9081974,3.6871903,-7.1706915,-9.670342,2.3721232,21.586414,13.784891,-2.930162,-4.750924,-9.258013,-3.1615186,-5.2506175
[vio][pop_roc]2249__1.wav,vio,-162.89769,188.6201,-37.608746,26.834307,11.686791,11.26274,-18.86499,7.638111,-11.008203,2.1272001,-8.8060465,-1.3365737,-12.396547,-7.011362,-4.568679,-2.862913,-7.1215143,-8.094038,-1.0216186,-4.227079
[vio][pop_roc]2249__2.wav,vio,-189.1322,186.92827,-33.19634,29.594376,13.991072,14.641577,-15.534729,9.0203705,-9.371772,2.2642493,-10.336974,-2.419749,-14.426948,-6.8507047,-2.5488734,-0.3065347,-8.833577,-9.233034,1.0957417,0.21128392
[vio][pop_roc]2249__3.wav,vio,-198.92468,186.81114,-29.012278,36.199783,16.932228,19.272411,-11.493555,10.739258,-7.326937,5.7153816,-6.6265035,0.74133295,-15.123402,-4.5046916,-0.3448508,-0.606728,-9.077729,-7.8189116,1.6779429,3.4594398
[vio][pop_roc]2250__1.wav,vio,-96.2592,124.400475,-19.742203,52.153152,-12.447735,33.84401,-20.185377,20.306013,-16.516506,14.331822,1.1099823,15.006665,4.843776,5.4966407,2.9387631,-14.691209,-3.4177945,-4.149475,13.9773035,-0.6770642
[vio][pop_roc]2250__2.wav,vio,-91.45542,138.2898,-15.875239,51.354107,-3.7464473,34.149376,-13.476618,19.586567,-16.137053,9.151803,-3.6028016,9.948881,7.0142784,10.254994,7.007383,-12.640284,-3.4045177,1.4275737,16.403177,-1.0428662
[vio][pop_roc]2250__3.wav,vio,-88.26115,127.301834,-20.529854,52.187653,-12.1026535,34.95342,-15.37048,22.582027,-15.717751,13.383141,-0.020801118,14.165086,4.2528453,5.066223,0.86335444,-12.982245,-1.0656341,-5.4242105,7.877363,-7.480738
[vio][pop_roc]2251__1.wav,vio,-342.6799,154.93382,-65.11194,29.068792,-20.708027,5.6315794,-24.236282,-1.0595248,-5.6907,2.9257336,-14.181242,-8.45575,-11.267501,-3.64022,-2.845597,5.4432387,8.971915,8.899683,9.576591,8.130317
[vio][pop_roc]2251__2.wav,vio,-309.58563,150.28053,-70.01134,24.848701,-20.40762,1.5830811,-25.393732,-9.643447,-16.510723,-2.39175,-12.3183365,-8.13404,-6.110997,0.94077337,2.7033362,10.518843,16.477135,12.4916725,4.6538634,-3.959935
[vio][pop_roc]2251__3.wav,vio,-310.53287,131.72374,-69.91042,32.431366,-21.569023,2.138048,-30.24243,-7.7826147,-7.980575,8.221526,2.2076447,4.888447,-5.9584007,-6.914579,-16.068796,-12.157504,-2.355769,2.25871,16.64817,13.545284
[vio][pop_roc]2252__1.wav,vio,-26.811934,138.54924,-61.18084,67.33469,-5.461675,19.729532,-12.557242,14.523641,-2.1868134,9.535131,0.61357254,9.423685,3.0266232,8.976427,2.2907972,2.6262367,0.2673232,-5.8858624,-4.3246245,-2.0102255
